epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,822.219,0.67513,0.33472,0.00155,0.95934,0.92244,0.96798,0.87512,0.54502,0.27053,0.00179,0.0011684,0.0011684,0.0011684
44,840.962,0.6711,0.33791,0.00153,0.95596,0.9204,0.9679,0.86586,0.56958,0.27888,0.00196,0.0011486,0.0011486,0.0011486
45,859.563,0.65797,0.33038,0.00153,0.96713,0.9183,0.96988,0.87507,0.55428,0.27601,0.00186,0.0011288,0.0011288,0.0011288
46,878.133,0.6613,0.33738,0.00155,0.93848,0.93074,0.96836,0.87524,0.57249,0.26756,0.00193,0.001109,0.001109,0.001109
47,896.818,0.66017,0.32093,0.00152,0.96172,0.93522,0.96615,0.87759,0.55159,0.26863,0.00186,0.0010892,0.0010892,0.0010892
48,915.588,0.65812,0.32868,0.00151,0.96672,0.92451,0.97074,0.88607,0.54927,0.26003,0.00185,0.0010694,0.0010694,0.0010694
49,934.333,0.65302,0.32406,0.00151,0.96072,0.93588,0.97015,0.88054,0.53294,0.26019,0.00177,0.0010496,0.0010496,0.0010496
50,953.045,0.66058,0.33809,0.00155,0.95257,0.9347,0.9694,0.88444,0.53107,0.25672,0.00176,0.0010298,0.0010298,0.0010298
51,971.657,0.64727,0.31901,0.00148,0.96679,0.92244,0.96761,0.87859,0.53893,0.2776,0.00177,0.00101,0.00101,0.00101
52,990.219,0.64082,0.31838,0.00149,0.9695,0.92045,0.97259,0.87838,0.56255,0.26389,0.0019,0.0009902,0.0009902,0.0009902
53,1008.87,0.64754,0.3196,0.00147,0.95906,0.93071,0.96877,0.87842,0.52859,0.27019,0.00175,0.0009704,0.0009704,0.0009704
54,1027.5,0.62926,0.31227,0.00148,0.97258,0.91711,0.96647,0.87968,0.53873,0.27868,0.00179,0.0009506,0.0009506,0.0009506
55,1046.21,0.62086,0.30659,0.00144,0.96434,0.92286,0.96846,0.87976,0.5341,0.26843,0.00177,0.0009308,0.0009308,0.0009308
56,1064.71,0.62313,0.3029,0.00143,0.95672,0.9373,0.97304,0.88819,0.52522,0.25206,0.00175,0.000911,0.000911,0.000911
57,1083.52,0.63268,0.30796,0.00147,0.96446,0.92761,0.97138,0.8856,0.51505,0.26594,0.00172,0.0008912,0.0008912,0.0008912
58,1102.15,0.61377,0.30242,0.00136,0.96895,0.93579,0.97402,0.89335,0.51224,0.24584,0.00172,0.0008714,0.0008714,0.0008714
59,1120.87,0.62697,0.31188,0.00142,0.96587,0.93278,0.97048,0.88935,0.50501,0.25843,0.0017,0.0008516,0.0008516,0.0008516
60,1139.56,0.61964,0.3089,0.00143,0.96953,0.92244,0.97126,0.88697,0.51583,0.25951,0.00171,0.0008318,0.0008318,0.0008318
61,1158.19,0.60946,0.29624,0.00137,0.95524,0.94416,0.97308,0.89433,0.50331,0.24744,0.00166,0.000812,0.000812,0.000812
62,1176.85,0.6174,0.30123,0.00143,0.95666,0.93278,0.97178,0.89283,0.49932,0.25101,0.00164,0.0007922,0.0007922,0.0007922
63,1195.63,0.60889,0.29882,0.00139,0.96325,0.93175,0.968,0.88988,0.50388,0.26174,0.00164,0.0007724,0.0007724,0.0007724
64,1214.32,0.60616,0.29288,0.00137,0.97522,0.93608,0.97468,0.90022,0.48202,0.23605,0.0016,0.0007526,0.0007526,0.0007526
65,1233.07,0.61054,0.29253,0.00136,0.9721,0.93681,0.97424,0.89437,0.50468,0.23511,0.00168,0.0007328,0.0007328,0.0007328
66,1252.42,0.5985,0.2917,0.00136,0.96413,0.94497,0.97476,0.89512,0.51377,0.24825,0.00172,0.000713,0.000713,0.000713
67,1272.34,0.60845,0.29728,0.00136,0.96981,0.94519,0.97499,0.90038,0.49091,0.23198,0.00162,0.0006932,0.0006932,0.0006932
68,1291.58,0.59109,0.28738,0.00135,0.95892,0.94138,0.97389,0.89112,0.50302,0.24461,0.00167,0.0006734,0.0006734,0.0006734
69,1310.84,0.59672,0.28628,0.00136,0.97249,0.93175,0.97576,0.89938,0.48977,0.23322,0.00164,0.0006536,0.0006536,0.0006536
70,1329.91,0.5834,0.27893,0.00131,0.96296,0.94104,0.9754,0.90063,0.48474,0.24267,0.00162,0.0006338,0.0006338,0.0006338
71,1349.12,0.58586,0.28616,0.00131,0.95936,0.94209,0.97472,0.89476,0.49377,0.24633,0.00165,0.000614,0.000614,0.000614
72,1368.2,0.57127,0.27214,0.00131,0.97174,0.93485,0.97547,0.90501,0.48437,0.22692,0.00161,0.0005942,0.0005942,0.0005942
73,1387.45,0.57201,0.27914,0.00127,0.97815,0.93692,0.97689,0.90192,0.48187,0.2333,0.00158,0.0005744,0.0005744,0.0005744
74,1406.48,0.56758,0.27761,0.00127,0.96595,0.93867,0.97482,0.89759,0.48676,0.24236,0.00162,0.0005546,0.0005546,0.0005546
75,1425.78,0.55617,0.26558,0.00125,0.96802,0.93895,0.97225,0.89906,0.49554,0.23761,0.00162,0.0005348,0.0005348,0.0005348
76,1445.27,0.57124,0.27773,0.00131,0.96531,0.94962,0.97398,0.89828,0.49307,0.23207,0.00159,0.000515,0.000515,0.000515
77,1464.57,0.5627,0.27404,0.00127,0.9675,0.94416,0.97671,0.90229,0.48113,0.22321,0.00159,0.0004952,0.0004952,0.0004952
78,1483.6,0.54468,0.25778,0.00122,0.96008,0.94512,0.97431,0.89971,0.48049,0.24404,0.00156,0.0004754,0.0004754,0.0004754
79,1502.67,0.56366,0.26465,0.00125,0.9751,0.93175,0.97305,0.89797,0.48114,0.23769,0.00157,0.0004556,0.0004556,0.0004556
80,1521.77,0.56238,0.26644,0.00125,0.98261,0.93485,0.97624,0.9026,0.47781,0.22709,0.00156,0.0004358,0.0004358,0.0004358
81,1541.05,0.56206,0.26777,0.00126,0.9798,0.93795,0.97759,0.90587,0.47035,0.21588,0.00155,0.000416,0.000416,0.000416
82,1560.07,0.55761,0.26548,0.00125,0.96585,0.95036,0.97699,0.9061,0.46814,0.22058,0.00153,0.0003962,0.0003962,0.0003962
83,1579.12,0.55269,0.26158,0.00122,0.97404,0.94416,0.9765,0.90416,0.47296,0.21865,0.00152,0.0003764,0.0003764,0.0003764
84,1598.08,0.55152,0.26628,0.00121,0.96501,0.94416,0.97617,0.90294,0.47306,0.2232,0.00153,0.0003566,0.0003566,0.0003566
85,1617.25,0.54342,0.26164,0.00118,0.96312,0.94519,0.9752,0.90487,0.47268,0.21609,0.00153,0.0003368,0.0003368,0.0003368
86,1636,0.54555,0.2563,0.0012,0.96423,0.94767,0.97644,0.90739,0.46485,0.21837,0.0015,0.000317,0.000317,0.000317
87,1654.71,0.53648,0.24937,0.00117,0.96953,0.94209,0.97553,0.90394,0.47525,0.222,0.00153,0.0002972,0.0002972,0.0002972
88,1673.28,0.53636,0.25646,0.00117,0.96811,0.94623,0.97641,0.9048,0.47289,0.21571,0.00153,0.0002774,0.0002774,0.0002774
89,1691.88,0.53653,0.25185,0.00118,0.96725,0.94416,0.97701,0.90527,0.47132,0.21976,0.0015,0.0002576,0.0002576,0.0002576
90,1710.52,0.52621,0.24874,0.00117,0.96911,0.94077,0.97617,0.90157,0.47386,0.22388,0.00151,0.0002378,0.0002378,0.0002378
